,title,description,source,job-id,ar-chars
12926,مسئولين مبيعات خارجية (خبره بمجال الاجهزة المنزلية) - طنطا - الغربية,- مسئولين مبيعات تجارى. - خبره فى مجال الاجهزة المنزلية. - يفضل وجود سيارة. - سنتان- 15 سنة خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235760,True
12927,منسق حركة سيارات - الازبكية - القاهرة,التنسيق مع مشرفى الحركة فيما يخص كل تحركات السيارات. اعداد التقارير اللازمة. ادخال البيانات اللازمة على ال ERP system. - سنة- سنتان خبرة - مؤهل عالي - اعمال ادارية,forsana,235759,True
12928,مسئولين مبيعات خارجية (خبره بمجال الاجهزة المنزلية) - دمنهور - البحيرة,- مسئولين مبيعات تجارى. - خبره فى مجال الاجهزة المنزلية. - يفضل وجود سيارة. - سنتان- 15 سنة خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235758,True
12929,سائق (رخصة خاصة) - سموحة - الاسكندرية,المهام المطلوبة : قيادة السيارة للسفر الرسمي والأعمال، أو على النحو المطلوب من قبل الشركه. ضمان الالتزام بالمواعيد والنقل الآمن. مراقبة الطريق وقوانين المرور والأنظمة المعمول بها في قانون مرور الدولة. التأكد من بقاء السيارة نظيفة، ومرتبة وفي حالة عمل جيدة في جميع الأوقات، نظرًا لفحوصات الصيانة المفترضة يوم بعد يوم، فحص الزيت، والمياه، والبطارية، الفرامل، الإطارات. ضمان إصلاح السيارة بشكل صحيح من قبل مواصفات المصنع الرسمي. إجراء الإصلاحات الثانوية وترتيب الإصلاحات الأخرى، وإعداد قطع الغيار المخزون. تسجيل الرحلات الرسمية، عدد الكيلومترات يوميًا، واستهلاك الغاز، تغيير الزيت، وما إلى ذلك. - سنة- 3 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل,forsana,235757,True
12930,منسق حركة سيارات - الجيزة - الجيزة,التنسيق مع مشرفى الحركة فيما يخص كل تحركات السيارات. اعداد التقارير اللازمة. ادخال البيانات اللازمة على ال ERP system. - سنة- سنتان خبرة - مؤهل عالي - اعمال ادارية,forsana,235756,True
12931,سائق درجة ثانية-اولى - اسيوط - اسيوط - اسيوط,"العمل كسائق بمخزن بى تك مرتب ثابت + حوافز مع كل سفر او مشوار تأمينات ( اجتماعى , الحياه , صحى ) - سنتان خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل",forsana,235755,True
12932,سائق درجة ثانية-اولى - مينا البصل - اللبان - الاسكندرية,"العمل كسائق بمخزن بى تك مرتب ثابت + حوافز مع كل سفر او مشوار تأمينات ( اجتماعى , الحياه , صحى ) الراتب المذكور ثابت + عمولات - سنتان خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل",forsana,235754,True
12933,مندوب مبيعات جملة - الهرم - الجيزة,العمل بشركة الأوائل للصناعات الغذائيه الشروط: 1- السن لايزيد عن 40 عام .2- رخصة قيادة ساريه ( خاصة او مهنية ) .3-راتب أساسي+ عمولة بنسبة مجزية من إجمالي المبيعاتالشركة توفر تأمينات إجتماعية لموظفيها . - سنة خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,235753,True
12934,مدير فرع (موبايلات) - الجيزة - الجيزة,- 3 سنوات خبرة على الأقل - مؤهل عالي - اعمال ادارية,forsana,235752,True
12935,مصمم جرافيك - الجيزة - الجيزة,المهام المطلوبة: العمل على تصاميم الشركة وفقاً للمعاير المحددة. إعداد التصاميم المبتكرة وبشكل احترافي. جدولة المهام المطلوبة والالتزام بالانتهاء منها في المواعيد المحددة. العمل بالتنسيق مع جهات الدعاية والإعلان المختلفة. معاينة أي تصاميم صادرة سواء مطبوعة أو منشورة على شبكة الإنترنت. التطوير المستمر في الأدوات والبرامج المستخدمة ومواكبة التطور في الأفكار الإبداعية للتصاميم. - سنة خبرة على الأقل - مؤهل عالي - تكنولوجيا معلومات واتصالات,forsana,235751,True
12936,مسئولة تسويق الكتروني (يشترط خبرة) - الدقى - الجيزة,الشركة تعمل في مجال :كورسات تعليمية المهام المطلوبة: تجهيز الحملات التسويقية الخاصة بالسوشيال ميديا بما يتناسب مع الاهداف المؤسسة. تنسيق إنشاء محتوى رقمي للنشر على موقع الويب او السوشيال ميديا او نشرات البريد الالكتروني او الفيديو. إدارة قنوات المؤسسة على شبكات التواصل الرقمية المختلفة. زيادة معرفة العملاء عن العلامة التجارية من خلال تحسين التواجد على مواقع الويب. تحسين صورة المؤسسة من خلال تقديم مواد تفيد العملاء عبر مواقع التواصل الاجتماعي. التعاون مع قسم التسويق والمبيعات وتطوير المنتجات لضمان تناسق العلامة التجارية. تقديم التوصيات والاقتراحات وتنفيذ أساليب التسويق المباشر لزيادة حجم المبيعات. مراقبة العائد على الاستثمار وكذلك مؤشرات الأداء الرئيسية. - سنتان- 4 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235750,True
12937,عمال انتاج (لا يشترط خبرة) - الخانكة - القليوبية,عمال انتاج دون خبره للعمل في مصنع نسيج في الخانكه - لا يشترط خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - صناعة وزراعة,forsana,235749,True
12938,سائق درجة ثانية-اولى - العاشر من رمضان - ابو حماد - الشرقية,"العمل كسائق بمخزن بى تك (العاشر من رمضان ) مرتب ثابت + حوافز مع كل سفر او مشوار تأمينات ( اجتماعى , الحياه , صحى ) الراتب المذكور ثابت + حوافز - سنتان خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل",forsana,235748,True
